รายได้ครอบครัว,หลักสูตรที่เข้าศึกษา,จัดการเรียนการสอนที่ศูนย์แม่ริม,ระดับรายได้,target,ปัจจัยสถาบันการศึกษา(avg),ปัจจัยด้านโปรแกรมการศึกษา/หลักสูตร(avg),ปัจจัยในการตัดสินใจ(avg),ปัจจัยด้านเหตุผลส่วนตัว(avg),ปัจจัยด้านสื่อและการประชาสัมพันธ์(avg)
"10,001-20,000","คหกรรมศาสตร์
(การออกแบบแฟชั่นและสิ่งทอ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.0,3.8333333333333335,3.5,4.0,4.0
"10,001-20,000","คหกรรมศาสตร์
(การออกแบบแฟชั่นและสิ่งทอ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.1666666666666665,3.5,1.5,2.6,2.2
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ,2,1,4.0,4.0,2.5,1.4,3.0
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.166666666666667,3.5,3.5,2.6,3.4
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",,2,1,4.5,4.5,2.75,4.8,5.0
"20,001-30,000 ","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,3,0,4.666666666666667,4.833333333333333,4.0,3.4,4.2
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.666666666666667,4.666666666666667,4.75,4.6,4.8
"20,001-30,000 ","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,3,0,4.333333333333333,4.0,3.25,3.0,3.6
"30,001 ขึ้นไป",วิทยาการคอมพิวเตอร์,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  อยู่ห่างไกลจนเกินไป,4,1,4.0,4.0,1.75,3.2,3.6
"10,001-20,000",วิทยาการคอมพิวเตอร์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.0,4.0,3.0,3.2,4.4
"30,001 ขึ้นไป",วิทยาการคอมพิวเตอร์,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ,4,1,3.6666666666666665,4.333333333333333,1.0,1.6,3.2
"10,001-20,000",วิทยาการคอมพิวเตอร์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.3333333333333335,4.0,3.75,3.0,3.2
"ไม่เกิน 10,000",วิทยาการคอมพิวเตอร์,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  อยู่ห่างไกลมาก อยากเรียนในตัวเมือง ไม่อยากขี่มอไซด์ไป ไกลมากๆ,1,1,3.6666666666666665,3.6666666666666665,3.5,3.0,3.2
"20,001-30,000 ",วิทยาการคอมพิวเตอร์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,3,0,4.0,3.8333333333333335,3.75,3.6,3.8
"ไม่เกิน 10,000",ออกแบบผลิตภัณฑ์,,1,1,3.0,3.6666666666666665,3.5,3.2,3.6
"20,001-30,000 ",ออกแบบผลิตภัณฑ์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,3,0,3.0,4.833333333333333,3.5,2.2,2.4
"20,001-30,000 ",ออกแบบผลิตภัณฑ์,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  บ้านอยู่ในตัวเมือง  การเดินทางไม่ค่อยสะดวก,3,1,4.166666666666667,5.0,4.75,2.0,4.0
"20,001-30,000 ",ออกแบบผลิตภัณฑ์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,3,0,3.0,3.3333333333333335,2.25,2.8,2.2
"30,001 ขึ้นไป",วิทยาศาสตร์และเทคโนโลยีสิ่งแวดล้อม,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,4,0,3.6666666666666665,3.5,4.0,3.0,1.8
"10,001-20,000",สถิติประยุกต์ แขนงวิชาวิทยาการข้อมูลเชิงสถิติ,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.333333333333333,4.333333333333333,3.75,3.8,4.8
"10,001-20,000",ออกแบบผลิตภัณฑ์,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  อยู่ห่างไกลเกินไป ผิดเป้าหมายในการเลือกศึกษาที่นี้,2,1,2.8333333333333335,3.0,2.5,1.2,1.4
"10,001-20,000",คณิตศาสตร์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.1666666666666665,3.6666666666666665,3.75,1.6,2.4
"10,001-20,000",คณิตศาสตร์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.666666666666667,4.833333333333333,4.25,2.2,4.0
"10,001-20,000",คณิตศาสตร์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.5,4.666666666666667,4.0,5.0,4.6
"10,001-20,000",วิทยาศาสตร์และเทคโนโลยีสิ่งแวดล้อม,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.3333333333333335,4.166666666666667,3.5,2.6,3.0
"10,001-20,000",วิทยาการคอมพิวเตอร์,"ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม
ข้อเสนอแนะ   ขอให้มีระบบขนส่งถูกๆ ให้กับนักศึกษา",2,0,4.166666666666667,4.166666666666667,4.0,2.8,4.0
"10,001-20,000",วิทยาการคอมพิวเตอร์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.0,3.8333333333333335,4.5,3.8,4.2
"10,001-20,000",วิทยาการคอมพิวเตอร์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.5,3.6666666666666665,3.5,3.0,3.2
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.3333333333333335,3.3333333333333335,3.75,3.0,3.4
"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,2.5,3.0,3.75,2.2,2.8
"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.333333333333333,4.0,2.75,3.2,4.6
"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,2.8333333333333335,3.3333333333333335,3.25,4.0,3.2
"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,3.1666666666666665,3.3333333333333335,2.25,1.8,3.2
0,"คหกรรมศาสตร์
(อาหารและโภชนาการ)",ข้อเสนอแนะ  ต้องมีสถานที่พักสำหรับนักศึกษา เพื่อสะดวกในการเดินทางไปเรียน,0,1,3.1666666666666665,3.8333333333333335,4.0,3.0,3.4
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.8333333333333335,4.0,4.0,3.2,4.2
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.0,4.0,3.75,3.8,2.8
"10,001-20,000",เทคโนโลยีสารสนเทศ,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.5,3.1666666666666665,2.75,3.4,2.6
"ไม่เกิน 10,000",วิทยาการคอมพิวเตอร์,"ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกลจากที่พัก
ข้อเสนอแนะ น่าจะมีรถรับ - ส่ง",1,1,3.3333333333333335,3.5,1.5,1.0,1.2
"10,001-20,000",วิทยาการคอมพิวเตอร์,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ระยะทางการดินทางไกล,2,1,3.6666666666666665,3.8333333333333335,3.75,3.0,3.8
"10,001-20,000",วิทยาการคอมพิวเตอร์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.666666666666667,5.0,4.25,4.2,5.0
"ไม่เกิน 10,000",วิทยาการคอมพิวเตอร์,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไม่สะดวกเรื่องการเดินทาง,1,1,4.333333333333333,5.0,3.75,3.2,5.0
"20,001-30,000 ",วิทยาการคอมพิวเตอร์,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ,3,1,3.6666666666666665,3.8333333333333335,3.5,4.2,4.0
"ไม่เกิน 10,000",วิทยาการคอมพิวเตอร์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.5,4.333333333333333,4.5,3.6,4.0
"ไม่เกิน 10,000",วิทยาการคอมพิวเตอร์,"ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  อยู่ไกลเกินไป  ไม่สะดวกมากๆ
ข้อเสนอแนะ ทำทางรถไป เฉพาะ แม่ริม - เวียงบัว",1,1,3.6666666666666665,3.8333333333333335,2.0,2.8,3.0
"20,001-30,000 ",วิทยาการคอมพิวเตอร์,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  อยู่ไกลจากหอพัก,3,1,3.6666666666666665,3.5,3.25,4.4,3.4
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.6666666666666665,4.0,3.25,2.0,3.6
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.3333333333333335,4.0,3.0,2.4,4.0
"30,001 ขึ้นไป","คหกรรมศาสตร์
(อาหารและโภชนาการ)","ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม
ข้อเสนอแนะ   มีรถรับส่งอยู่ตลอดเวลา  เพื่ออำนายความสะดวกให้นักศึกษา",4,0,3.8333333333333335,3.0,1.5,1.6,2.2
"10,001-20,000",ชีววิทยา,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.666666666666667,4.166666666666667,4.0,5.0,5.0
"ไม่เกิน 10,000",ชีววิทยา,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  หอพัก  เรื่องเดินทาง,1,1,3.8333333333333335,3.5,3.5,3.2,3.6
"10,001-20,000",ชีววิทยา,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ,2,1,4.833333333333333,5.0,5.0,2.8,4.4
"30,001 ขึ้นไป",ชีววิทยา,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ,4,1,3.8333333333333335,4.166666666666667,2.5,4.0,4.2
"ไม่เกิน 10,000",ชีววิทยา,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ,1,1,4.5,4.166666666666667,3.75,4.2,4.4
0,ออกแบบผลิตภัณฑ์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,0,0,3.5,4.333333333333333,3.5,4.2,3.8
"ไม่เกิน 10,000",วิทยาศาสตร์และเทคโนโลยีสิ่งแวดล้อม,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.5,4.0,4.25,2.4,3.8
"ไม่เกิน 10,000",วิทยาศาสตร์และเทคโนโลยีสิ่งแวดล้อม,"ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม
ข้อเสนอแนะ    ก็ได้นะ  แต่อยู่นอกเมืองมันก็จะลำบากนิดหนึ่ง",1,0,4.166666666666667,4.0,3.75,3.6,4.0
"ไม่เกิน 10,000",วิทยาศาสตร์และเทคโนโลยีสิ่งแวดล้อม,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.0,3.8333333333333335,4.0,3.4,3.6
"10,001-20,000",ออกแบบผลิตภัณฑ์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.8333333333333335,4.166666666666667,4.0,4.0,4.0
"ไม่เกิน 10,000",วิทยาการคอมพิวเตอร์,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ห่างไกลจากบ้าน  30กว่ากิโลเมตร,1,1,4.333333333333333,4.166666666666667,4.5,3.6,4.0
"10,001-20,000",วิทยาการคอมพิวเตอร์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.5,3.6666666666666665,3.0,2.8,3.4
"ไม่เกิน 10,000",สาธารณสุขชุมชน,"ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม
ข้อเสนอแนะ    มีร้านค้าและสถานที่ให้ความสะดวกในการเดินทาง",1,0,3.5,3.6666666666666665,3.75,2.4,3.4
"10,001-20,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.333333333333333,4.5,4.5,3.2,3.8
"10,001-20,000",สาธารณสุขชุมชน,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกล ไม่สะดวกในการเดินทาง,2,1,4.0,4.166666666666667,3.75,2.8,3.2
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,3.8333333333333335,3.8333333333333335,3.5,2.8,3.8
"10,001-20,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.666666666666667,4.333333333333333,3.5,3.2,2.6
"10,001-20,000",สาธารณสุขชุมชน,ข้อเสนอแนะ    อยากให้มีเที่ยวรถมากขึ้น,2,1,4.166666666666667,4.333333333333333,4.0,3.4,3.4
"10,001-20,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.1666666666666665,3.6666666666666665,3.5,3.4,3.2
"30,001 ขึ้นไป",สาธารณสุขชุมชน,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  เดินทางไม่สะดวก เดินทางลำบาก หาที่อยู่ยาก ห่างสิ่งอำนวยความสะดวกหลายๆ อย่าง,4,1,4.333333333333333,4.666666666666667,5.0,4.6,4.8
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.0,4.0,3.0,3.8,4.2
"30,001 ขึ้นไป","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกลและไม่สะดวกห่างไกลบ้าน,4,1,3.8333333333333335,4.666666666666667,4.25,3.0,3.8
"20,001-30,000 ","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  อยากศึกษาอยู่ในศูนย์เวียงบัว,3,1,4.166666666666667,4.333333333333333,3.5,3.4,4.2
"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,3.6666666666666665,4.333333333333333,3.5,3.2,4.4
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)","ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม
ข้อเสนอแนะ    ต้องการไปเรียนแบบไปกลับบ้านและสถานศึกษา",2,0,3.5,4.333333333333333,3.5,3.0,3.2
"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.0,3.8333333333333335,2.75,3.4,3.2
"10,001-20,000","คหกรรมศาสตร์
(การออกแบบแฟชั่นและสิ่งทอ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.333333333333333,4.5,3.5,2.4,4.0
"ไม่เกิน 10,000","คหกรรมศาสตร์
(การออกแบบแฟชั่นและสิ่งทอ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.0,4.333333333333333,4.0,3.6,3.8
"ไม่เกิน 10,000",วิทยาการคอมพิวเตอร์,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไม่อยากเดินทางไกลและอยู่ห่างจากคนเก่งๆและมีประสบการณ์,1,1,2.8333333333333335,2.6666666666666665,2.25,2.0,2.8
"10,001-20,000",วิทยาการคอมพิวเตอร์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.5,4.0,3.5,3.6,4.0
"ไม่เกิน 10,000",เทคโนโลยีสารสนเทศ,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.166666666666667,3.6666666666666665,3.5,2.4,2.8
"10,001-20,000",วิทยาการคอมพิวเตอร์,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกล เดินทางไม่สะดวก,2,1,4.0,4.0,4.25,3.6,4.0
"30,001 ขึ้นไป",วิทยาการคอมพิวเตอร์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,4,0,4.166666666666667,4.666666666666667,4.0,3.0,4.2
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)","ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม
ข้อเสนอแนะ    อยากให้สถานที่ดูปลอดภัย  ไม่วังเวง",2,0,3.5,4.166666666666667,2.0,2.0,5.0
"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,3.3333333333333335,3.3333333333333335,2.75,2.4,3.2
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.3333333333333335,3.3333333333333335,3.5,2.8,3.0
"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกล เดินทางไม่สะดวก,1,1,2.5,3.1666666666666665,3.5,2.6,3.0
"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,3.3333333333333335,4.166666666666667,2.75,2.8,2.6
"10,001-20,000","คหกรรมศาสตร์
(การออกแบบแฟชั่นและสิ่งทอ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.6666666666666665,3.6666666666666665,3.5,2.8,3.0
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกลจากตัวเมือง,2,1,3.3333333333333335,3.5,3.5,2.8,3.2
"10,001-20,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.333333333333333,4.666666666666667,3.5,3.4,4.0
"10,001-20,000",สาธารณสุขชุมชน,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกลจากที่พัก,2,1,4.666666666666667,4.333333333333333,4.0,4.4,4.2
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.0,4.333333333333333,3.25,2.0,4.0
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกลจากหอพักปัจจุบัน,1,1,3.6666666666666665,4.0,2.5,1.4,3.0
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,3.3333333333333335,3.5,4.75,3.8,3.8
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,3.1666666666666665,3.8333333333333335,4.0,1.4,3.0
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกล  การเดินทางไม่สะดวก,1,1,5.0,5.0,4.25,3.6,3.8
"10,001-20,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.0,3.3333333333333335,3.25,1.4,2.0
"10,001-20,000",วิทยาการคอมพิวเตอร์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.166666666666667,3.8333333333333335,4.0,2.8,3.8
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,2.8333333333333335,3.3333333333333335,4.0,2.2,2.4
